display_name	item_id	type_a	type_b	max_stack	rank
Old Revolver	OldRevolver_2	Weapon	WeaponHandgun	1	3
Old Revolver	OldRevolver_3	Weapon	WeaponHandgun	1	3
Old Revolver	OldRevolver_4	Weapon	WeaponHandgun	1	3
Old Revolver	OldRevolver_5	Weapon	WeaponHandgun	1	3
Old Revolver Schematic 1	Blueprint_OldRevolver_2	Blueprint	Blueprint	9999	1
Old Revolver Schematic 2	Blueprint_OldRevolver_3	Blueprint	Blueprint	9999	1
Old Revolver Schematic 3	Blueprint_OldRevolver_4	Blueprint	Blueprint	9999	1
Old Revolver Schematic 4	Blueprint_OldRevolver_5	Blueprint	Blueprint	9999	1
Omascul Bounty Token	BossDefeatReward_MysteryMask	Essential	NONE	9999	1
Omelet	Omelet	Food	FoodDishMeat	9999	2
Ominous Egg	PalEgg_WorldTree_01	Material	MaterialPalEgg	1	1
Ominous Egg	PalEgg_WorldTree_02	Material	MaterialPalEgg	1	1
Onion	Onion	Food	FoodVegetable	9999	1
Onion Seeds	OnionSeeds	Material	MaterialMonster	9999	1
Ophydia Bounty Token	BossDefeatReward_LotusDragon	Essential	NONE	9999	1
Ophydia Saddle	SkillUnlock_LotusDragon	Essential	Essential_PalGear	9999	0
Ore	CopperOre	Material	MaterialOre	9999	1
Orserk's Talisman	Otomo_DFElectricity_ElementBoost_1	Accessory	Accessory	1	3
Orserk's Talisman Schematic	Blueprint_Otomo_DFElectricity_ElementBoost_1	Blueprint	Blueprint	9999	8
Overheat Rifle	OverheatRifle	Weapon	WeaponAssaultRifle	1	5
Overheat Rifle	OverheatRifle_2	Weapon	WeaponAssaultRifle	1	5
Overheat Rifle	OverheatRifle_3	Weapon	WeaponAssaultRifle	1	5
Overheat Rifle	OverheatRifle_4	Weapon	WeaponAssaultRifle	1	5
Overheat Rifle	OverheatRifle_5	Weapon	WeaponAssaultRifle	1	5
Overheat Rifle Ammo	OverheatRifleBullet	Ammo	ConsumeBullet	9999	5
Overheat Rifle Schematic 1	Blueprint_OverheatRifle_2	Blueprint	Blueprint	9999	1
Overheat Rifle Schematic 2	Blueprint_OverheatRifle_3	Blueprint	Blueprint	9999	1
Overheat Rifle Schematic 3	Blueprint_OverheatRifle_4	Blueprint	Blueprint	9999	1
Overheat Rifle Schematic 4	Blueprint_OverheatRifle_5	Blueprint	Blueprint	9999	1
Pal Metal Armor	StealArmor	Armor	ArmorBody	1	4
Pal Metal Armor	StealArmor_2	Armor	ArmorBody	1	4
Pal Metal Armor	StealArmor_3	Armor	ArmorBody	1	4
Pal Metal Armor	StealArmor_4	Armor	ArmorBody	1	4
Pal Metal Armor	StealArmor_5	Armor	ArmorBody	1	4
Pal Metal Armor Schematic 1	Blueprint_StealArmor_2	Blueprint	Blueprint	9999	1
Pal Metal Armor Schematic 2	Blueprint_StealArmor_3	Blueprint	Blueprint	9999	1
Pal Metal Armor Schematic 3	Blueprint_StealArmor_4	Blueprint	Blueprint	9999	1
Pal Metal Armor Schematic 4	Blueprint_StealArmor_5	Blueprint	Blueprint	9999	1
Pal Metal Axe	Axe_Steal	Weapon	WeaponMelee	1	4
Pal Metal Helm	StealHelmet	Armor	ArmorHead	1	4
Pal Metal Helm	StealHelmet_2	Armor	ArmorHead	1	4
Pal Metal Helm	StealHelmet_3	Armor	ArmorHead	1	4
Pal Metal Helm	StealHelmet_4	Armor	ArmorHead	1	4
Pal Metal Helm	StealHelmet_5	Armor	ArmorHead	1	4
Pal Metal Helm Schematic 1	Blueprint_StealHelmet_2	Blueprint	Blueprint	9999	1
Pal Metal Helm Schematic 2	Blueprint_StealHelmet_3	Blueprint	Blueprint	9999	1
Pal Metal Helm Schematic 3	Blueprint_StealHelmet_4	Blueprint	Blueprint	9999	1
Pal Metal Helm Schematic 4	Blueprint_StealHelmet_5	Blueprint	Blueprint	9999	1
Pal Metal Ingot	StealIngot	Material	MaterialIngot	9999	3
Pal Metal Pickaxe	Pickaxe_Steal	Weapon	WeaponMelee	1	4
Pal Recovery Grenade	PalHealingGrenade	Weapon	WeaponThrowObject	9999	2
Pal Reverser	PalGenderReverse	Consume	ConsumeOther	9999	4
Pal Sphere	PalSphere	SpecialWeapon	SPWeaponCaptureBall	9999	1
Pal Tamer's Glasses	Accessory_NonkChecker_1	Accessory	Accessory	1	3
Pal Tamer's Glasses Schematic	Blueprint_Accessory_NonkChecker_1	Blueprint	Blueprint	9999	8
Paladius Saddle	SkillUnlock_SaintCentaur	Essential	Essential_PalGear	999999	0
Paldium Chunk	Pal_crystal_L	Material	MaterialStone	9999	3
Paldium Fragment	Pal_crystal_S	Material	MaterialOre	9999	2
Paloxite	WorldTreeOre	Material	MaterialOre	9999	1
Paloxite Ingot	WorldTreeIngot	Material	MaterialIngot	9999	7
Palumba Saddle	SkillUnlock_TropicalOstrich	Essential	Essential_PalGear	9999	0
Pancake	Pancake	Food	FoodDishVegetable	9999	2
Paper Lantern Schematic	Blueprint_LanternTop	Blueprint	Blueprint	9999	1
Pelt Armor	FurArmor	Armor	ArmorBody	1	2
Pelt Armor	FurArmor_2	Armor	ArmorBody	1	2
Pelt Armor	FurArmor_3	Armor	ArmorBody	1	2
Pelt Armor	FurArmor_4	Armor	ArmorBody	1	2
Pelt Armor	FurArmor_5	Armor	ArmorBody	1	2
Pelt Armor Schematic 1	Blueprint_FurArmor_2	Blueprint	Blueprint	9999	1
Pelt Armor Schematic 2	Blueprint_FurArmor_3	Blueprint	Blueprint	9999	1
Pelt Armor Schematic 3	Blueprint_FurArmor_4	Blueprint	Blueprint	9999	1
Pelt Armor Schematic 4	Blueprint_FurArmor_5	Blueprint	Blueprint	9999	1
Pendant of Diligence	Accessory_WorkSpeed_1	Accessory	Accessory	1	2
Pendant of Diligence	Accessory_WorkSpeed_2	Accessory	Accessory	1	2
Pendant of Diligence	Accessory_WorkSpeed_3	Accessory	Accessory	1	2
Pendant of Diligence Schematic	Blueprint_Accessory_WorkSpeed_1_2	Blueprint	Blueprint	9999	8
Pengullet Effigy	Relic_02	Essential	Essential	9999	9
Pengullet Lux's Rocket Launcher	SkillUnlock_Penguin_Electric	Essential	Essential_PalGear	999999	0
Pengullet Rocket Launcher	SkillUnlock_Penguin	Essential	Essential_PalGear	999999	0
Penking Bounty Token	BossDefeatReward_CaptainPenguin	Essential	NONE	9999	1
Penking Cap	Head016	Armor	ArmorHead	1	1
Penking Cap	Head016_2	Armor	ArmorHead	1	1
Penking Cap	Head016_3	Armor	ArmorHead	1	1
Penking Cap	Head016_4	Armor	ArmorHead	1	1
Penking Cap	Head016_5	Armor	ArmorHead	1	1
Penking Cap Schematic 1	Blueprint_Head016_1	Blueprint	Blueprint	9999	1
Penking Cap Schematic 2	Blueprint_Head016_2	Blueprint	Blueprint	9999	1
Penking Cap Schematic 3	Blueprint_Head016_3	Blueprint	Blueprint	9999	1
Penking Cap Schematic 4	Blueprint_Head016_4	Blueprint	Blueprint	9999	1
Penking Plume	PalItem_CaptainPenguin	Material	MaterialMonster	9999	1
Petallia Bounty Token	BossDefeatReward_FlowerDoll	Essential	NONE	9999	1
Phantom Ring	Accessory_Avoid_1	Accessory	Accessory	1	3
Phantom Ring Schematic	Blueprint_Accessory_Avoid_1	Blueprint	Blueprint	1	8
Phantom Ring Schematic	Blueprint_Accessory_Avoid_1_fix	Blueprint	Blueprint	9999	8
Pizza	Pizza	Food	FoodDishMeat	9999	3
Plasma Cannon	EnergyRocketLauncher	Weapon	WeaponRocketLauncher	1	4
Plasma Cannon	EnergyRocketLauncher_2	Weapon	WeaponRocketLauncher	1	4
Plasma Cannon	EnergyRocketLauncher_3	Weapon	WeaponRocketLauncher	1	4
Plasma Cannon	EnergyRocketLauncher_4	Weapon	WeaponRocketLauncher	1	4
Plasma Cannon	EnergyRocketLauncher_5	Weapon	WeaponRocketLauncher	1	4
Plasma Cannon Schematic 1	Blueprint_EnergyRocketLauncher_2	Blueprint	Blueprint	9999	1
Plasma Cannon Schematic 2	Blueprint_EnergyRocketLauncher_3	Blueprint	Blueprint	9999	1
Plasma Cannon Schematic 3	Blueprint_EnergyRocketLauncher_4	Blueprint	Blueprint	9999	1
Plasma Cannon Schematic 4	Blueprint_EnergyRocketLauncher_5	Blueprint	Blueprint	9999	1
Plasma Cartridge	EnergyLauncherBullet	Ammo	ConsumeBullet	9999	4
Plasma Multicutter	LaserMiningTool	Weapon	WeaponMelee	1	4
Plasma Rifle	ElectricArcAssaultRifle	Weapon	WeaponAssaultRifle	1	10
Plasma Rifle	ElectricArcAssaultRifle_2	Weapon	WeaponAssaultRifle	1	10
Plasma Rifle	ElectricArcAssaultRifle_3	Weapon	WeaponAssaultRifle	1	10
Plasma Rifle	ElectricArcAssaultRifle_4	Weapon	WeaponAssaultRifle	1	10
Plasma Rifle	ElectricArcAssaultRifle_5	Weapon	WeaponAssaultRifle	1	10
Plasma Rifle Ammo	ElectricArcAssaultRifleBullet	Ammo	ConsumeBullet	9999	10
Plasma Rifle Schematic 1	Blueprint_ElectricArcAssaultRifle_2	Blueprint	Blueprint	9999	1
Plasma Rifle Schematic 2	Blueprint_ElectricArcAssaultRifle_3	Blueprint	Blueprint	9999	1
Plasma Rifle Schematic 3	Blueprint_ElectricArcAssaultRifle_4	Blueprint	Blueprint	9999	1
Plasma Rifle Schematic 4	Blueprint_ElectricArcAssaultRifle_5	Blueprint	Blueprint	9999	1
Plasteel	Plastic	Material	MaterialIngot	9999	3
Plasteel Armor	PlasticArmor	Armor	ArmorBody	1	4
Plasteel Armor	PlasticArmor_2	Armor	ArmorBody	1	4
Plasteel Armor	PlasticArmor_3	Armor	ArmorBody	1	4
Plasteel Armor	PlasticArmor_4	Armor	ArmorBody	1	4
Plasteel Armor	PlasticArmor_5	Armor	ArmorBody	1	4
Plasteel Armor Schematic 1	Blueprint_PlasticArmor_2	Blueprint	Blueprint	9999	1
Plasteel Armor Schematic 2	Blueprint_PlasticArmor_3	Blueprint	Blueprint	9999	1
Plasteel Armor Schematic 3	Blueprint_PlasticArmor_4	Blueprint	Blueprint	9999	1
Plasteel Armor Schematic 4	Blueprint_PlasticArmor_5	Blueprint	Blueprint	9999	1
Plasteel Helmet	PlasticHelmet	Armor	ArmorHead	1	4
Plasteel Helmet	PlasticHelmet_2	Armor	ArmorHead	1	4
Plasteel Helmet	PlasticHelmet_3	Armor	ArmorHead	1	4
Plasteel Helmet	PlasticHelmet_4	Armor	ArmorHead	1	4
Plasteel Helmet	PlasticHelmet_5	Armor	ArmorHead	1	4
Plasteel Helmet Schematic 1	Blueprint_PlasticHelmet_2	Blueprint	Blueprint	9999	1
Plasteel Helmet Schematic 2	Blueprint_PlasticHelmet_3	Blueprint	Blueprint	9999	1
Plasteel Helmet Schematic 3	Blueprint_PlasticHelmet_4	Blueprint	Blueprint	9999	1
Plasteel Helmet Schematic 4	Blueprint_PlasticHelmet_5	Blueprint	Blueprint	9999	1
Poison Arrow	Arrow_Poison	Ammo	ConsumeBullet	9999	1
Poison Arrow Crossbow	BowGun_Poison	Weapon	WeaponCrossbow	1	999
Poison Arrow Crossbow	BowGun_Poison_2	Weapon	WeaponCrossbow	1	999
Poison Arrow Crossbow	BowGun_Poison_3	Weapon	WeaponCrossbow	1	999
Poison Arrow Crossbow	BowGun_Poison_4	Weapon	WeaponCrossbow	1	999
Poison Arrow Crossbow	BowGun_Poison_5	Weapon	WeaponCrossbow	1	999
Poison Arrow Crossbow Schematic 1	Blueprint_BowGun_Poison_2	Blueprint	Blueprint	9999	999
Poison Arrow Crossbow Schematic 2	Blueprint_BowGun_Poison_3	Blueprint	Blueprint	9999	999
Poison Arrow Crossbow Schematic 3	Blueprint_BowGun_Poison_4	Blueprint	Blueprint	9999	999
Poison Arrow Crossbow Schematic 4	Blueprint_BowGun_Poison_5	Blueprint	Blueprint	9999	999
Poison Bow	Bow_Poison	Weapon	WeaponBow	1	999
Polapup Saddle	SkillUnlock_IceSeal	Essential	Essential_PalGear	9999	0
Polapup Terra Saddle	SkillUnlock_IceSeal_Ground	Essential	Essential_PalGear	9999	0
Polymer	Polymer	Material	MaterialProccessing	9999	3
Potage	Potage	Food	FoodDishMeat	9999	2
Potato	Potato	Food	FoodVegetable	9999	1
Potato Seeds	PotatoSeeds	Material	MaterialMonster	9999	1
PotatoSeedPotatoes	PotatoSeedPotatoes	Material	MaterialMonster	9999	1
Power Fruit	Fruit_attack_01	Consume	ConsumePalTalentUp	9999	4
Power Lotus (L)	Lotus_attack_02	Material	MaterialMonster	9999	4
Power Lotus (S)	Lotus_attack_01	Material	MaterialMonster	9999	3
Powerful Fishing Magnet	Salvage_TreasureBoxKey02	Consume	ConsumeOther	9999	4
Precious Claw	PalItem_ToSell_04	Material	MaterialMonster	9999	1
Precious Dragon Stone	PalItem_ToSell_01	Material	MaterialMonster	9999	1
Precious Entrails	PalItem_ToSell_03	Material	MaterialMonster	9999	1
Precious Pelt	PalItem_ToSell_05	Material	MaterialMonster	9999	1
Precious Plume	PalItem_ToSell_02	Material	MaterialMonster	9999	1
Predator Core	PredatorCrystal	Material	MaterialJewelry	9999	4
Primitive Sword	BronzeSword	Weapon	WeaponMelee	1	2
Prixter Lux Bounty Token	BossDefeatReward_ScorpionMan_Electric	Essential	NONE	9999	1
Prototype Shotgun	SkyShotgun	Weapon	WeaponShotgun	1	10
Prototype Shotgun	SkyShotgun_2	Weapon	WeaponShotgun	1	10
Prototype Shotgun	SkyShotgun_3	Weapon	WeaponShotgun	1	10
Prototype Shotgun	SkyShotgun_4	Weapon	WeaponShotgun	1	10
Prototype Shotgun	SkyShotgun_5	Weapon	WeaponShotgun	1	10
Prototype Shotgun Ammo	SkyShotgunBullet	Ammo	ConsumeBullet	9999	10
Prototype Shotgun Schematic 1	Blueprint_SkyShotgun_2	Blueprint	Blueprint	9999	1
Prototype Shotgun Schematic 2	Blueprint_SkyShotgun_3	Blueprint	Blueprint	9999	1
Prototype Shotgun Schematic 3	Blueprint_SkyShotgun_4	Blueprint	Blueprint	9999	1
Prototype Shotgun Schematic 4	Blueprint_SkyShotgun_5	Blueprint	Blueprint	9999	1
Prunelia Bounty Token	BossDefeatReward_BlueberryFairy	Essential	NONE	9999	1
Pump-Action Shotgun	PumpActionShotgun	Weapon	WeaponShotgun	1	3
Pump-Action Shotgun	PumpActionShotgun_2	Weapon	WeaponShotgun	1	3
Pump-Action Shotgun	PumpActionShotgun_3	Weapon	WeaponShotgun	1	3
Pump-Action Shotgun	PumpActionShotgun_4	Weapon	WeaponShotgun	1	3
Pump-Action Shotgun	PumpActionShotgun_5	Weapon	WeaponShotgun	1	3
Pump-Action Shotgun Schematic 1	Blueprint_PumpActionShotgun_2	Blueprint	Blueprint	9999	1
Pump-Action Shotgun Schematic 2	Blueprint_PumpActionShotgun_3	Blueprint	Blueprint	9999	1
Pump-Action Shotgun Schematic 3	Blueprint_PumpActionShotgun_4	Blueprint	Blueprint	9999	1
Pump-Action Shotgun Schematic 4	Blueprint_PumpActionShotgun_5	Blueprint	Blueprint	9999	1
Pure Quartz	Quartz	Material	MaterialOre	9999	1
Pyrin Bounty Token	BossDefeatReward_FireKirin	Essential	NONE	9999	1
Pyrin Noct Saddle	SkillUnlock_FireKirin_Dark	Essential	Essential_PalGear	999999	0
Pyrin Saddle	SkillUnlock_FireKirin	Essential	Essential_PalGear	999999	0
Quadruple Air Dash Boots	Accessory_AirDash4	Accessory	Accessory	1	3
Quadruple Jump Boots	Accessory_JumpCount_Increase3	Accessory	Accessory	1	10
Quick Bait	FishingBait_2_B	Consume	NONE	9999	1
Quivern Botan Saddle	SkillUnlock_SkyDragon_Grass	Essential	Essential_PalGear	999999	0
Quivern Bounty Token	BossDefeatReward_SkyDragon	Essential	NONE	9999	1
Quivern Saddle	SkillUnlock_SkyDragon	Essential	Essential_PalGear	999999	0
Radar Sphere	PalSphere_Robbery	SpecialWeapon	SPWeaponCaptureBall	9999	3
Ragnahawk Saddle	SkillUnlock_RedArmorBird	Essential	Essential_PalGear	999999	0
Raw Dumud	Meat_LazyCatfish	Food	FoodFish	9999	2
Raw Kelpsea	Meat_Kelpie	Food	FoodFish	9999	1
Rayhound Cryst Saddle	SkillUnlock_Thunderdog_Ice	Essential	Essential_PalGear	9999	0
Rayhound Saddle	SkillUnlock_ThunderDog	Essential	Essential_PalGear	999999	0
Rayne Syndicate Flag Schematic	Blueprint_Hunter_GangFlag	Blueprint	Blueprint	9999	1
Recovery Meds	Potion	Consume	Drug	9999	3
Red Berries	Berries	Food	FoodVegetable	9999	1
Red Berries	Berries2	Food	FoodVegetable	9999	1
Red Wooden Lantern Schematic	Blueprint_Shrine_Lantern	Blueprint	Blueprint	9999	1
Refined Ingot	IronIngot	Material	MaterialIngot	9999	2
Refined Metal Armor	IronArmor	Armor	ArmorBody	1	3
Refined Metal Armor	IronArmor_2	Armor	ArmorBody	1	3
Refined Metal Armor	IronArmor_3	Armor	ArmorBody	1	3
Refined Metal Armor	IronArmor_4	Armor	ArmorBody	1	3
Refined Metal Armor	IronArmor_5	Armor	ArmorBody	1	3
Refined Metal Armor Schematic 1	Blueprint_IronArmor_2	Blueprint	Blueprint	9999	1
Refined Metal Armor Schematic 2	Blueprint_IronArmor_3	Blueprint	Blueprint	9999	1
Refined Metal Armor Schematic 3	Blueprint_IronArmor_4	Blueprint	Blueprint	9999	1
Refined Metal Armor Schematic 4	Blueprint_IronArmor_5	Blueprint	Blueprint	9999	1
Refined Metal Axe	Axe_Tier_02	Weapon	WeaponMelee	1	3
Refined Metal Helm	IronHelmet	Armor	ArmorHead	1	3
Refined Metal Helm	IronHelmet_2	Armor	ArmorHead	1	3
Refined Metal Helm	IronHelmet_3	Armor	ArmorHead	1	3
Refined Metal Helm	IronHelmet_4	Armor	ArmorHead	1	3
Refined Metal Helm	IronHelmet_5	Armor	ArmorHead	1	3
Refined Metal Helm Schematic 1	Blueprint_IronHelmet_2	Blueprint	Blueprint	9999	1
Refined Metal Helm Schematic 2	Blueprint_IronHelmet_3	Blueprint	Blueprint	9999	1
Refined Metal Helm Schematic 3	Blueprint_IronHelmet_4	Blueprint	Blueprint	9999	1
Refined Metal Helm Schematic 4	Blueprint_IronHelmet_5	Blueprint	Blueprint	9999	1
Refined Metal Pickaxe	Pickaxe_Tier_02	Weapon	WeaponMelee	1	3
Refined Metal Spear	Spear_3	Weapon	WeaponMelee	1	3
Reindrix Saddle	SkillUnlock_IceDeer	Essential	Essential_PalGear	999999	0
Reindrix Stew	StewedIceDeer	Food	FoodDishMeat	9999	2
Reindrix Venison	Meat_IceDeer	Food	FoodMeat	9999	2
Reinforced Arrow	ReinforcedArrow	Ammo	ConsumeBullet	9999	1
Relaxaurus Bounty Token	BossDefeatReward_LazyDragon_Electric	Essential	NONE	9999	1
Relaxaurus Effigy	Relic_10	Essential	Essential	9999	9
Relaxaurus Lux's Missile Launcher	SkillUnlock_LazyDragon_Electric	Essential	Essential_PalGear	999999	0
Relaxaurus' Missile Launcher	SkillUnlock_LazyDragon	Essential	Essential_PalGear	999999	0
Renjishi Bounty Token	BossDefeatReward_KabukiMan	Essential	NONE	9999	1
Reptyro Bounty Token	BossDefeatReward_VolcanicMonster	Essential	NONE	9999	1
Reptyro Charm	Accessory_HeatFire_1	Accessory	Accessory	1	3
Reptyro Charm Schematic	Blueprint_Accessory_HeatFire_1	Blueprint	Blueprint	9999	8
Reptyro Cryst Saddle	SkillUnlock_VolcanicMonster_Ice	Essential	Essential_PalGear	999999	0
Reptyro Saddle	SkillUnlock_VolcanicMonster	Essential	Essential_PalGear	999999	0
Revival Potion	PalRevive	Consume	NONE	9999	5
Ribbuny Botan Bounty Token	BossDefeatReward_PinkRabbit_Grass	Essential	NONE	9999	1
Ribbuny Headband	HeadEquip028	Armor	ArmorHead	1	1
Ribbuny Headband	HeadEquip028_2	Armor	ArmorHead	1	1
Ribbuny Headband	HeadEquip028_3	Armor	ArmorHead	1	1
Ribbuny Headband	HeadEquip028_4	Armor	ArmorHead	1	1
Ribbuny Headband	HeadEquip028_5	Armor	ArmorHead	1	1
Ribbuny Headband Schematic 1	Blueprint_HeadEquip028_1	Blueprint	Blueprint	9999	1
Ribbuny Headband Schematic 1	Blueprint_HeadEquip028_5	Blueprint	Blueprint	9999	1
Ribbuny Headband Schematic 2	Blueprint_HeadEquip028_2	Blueprint	Blueprint	9999	1
Ribbuny Headband Schematic 3	Blueprint_HeadEquip028_3	Blueprint	Blueprint	9999	1
Ribbuny Headband Schematic 4	Blueprint_HeadEquip028_4	Blueprint	Blueprint	9999	1
Ribbuny Ribbon	PalItem_PinkRabbit	Material	MaterialMonster	9999	1
Rifle Ammo	RifleBullet	Ammo	ConsumeBullet	9999	2
Ring of Dark Resistance	Accessory_DarkResist_1	Accessory	Accessory	1	2
Ring of Dark Resistance	Accessory_DarkResist_2	Accessory	Accessory	1	2
Ring of Dark Resistance	Accessory_DarkResist_3	Accessory	Accessory	1	2
Ring of Dark Resistance Schematic	Blueprint_Accessory_DarkResist_1_2	Blueprint	Blueprint	9999	8
Ring of Dragon Resistance	Accessory_DragonResist_1	Accessory	Accessory	1	2
Ring of Dragon Resistance	Accessory_DragonResist_2	Accessory	Accessory	1	2
Ring of Dragon Resistance	Accessory_DragonResist_3	Accessory	Accessory	1	2
Ring of Dragon Resistance Schematic	Blueprint_Accessory_DragonResist_1_2	Blueprint	Blueprint	9999	8
Ring of Electric Resistance	Accessory_ThunderResist_1	Accessory	Accessory	1	2
Ring of Electric Resistance	Accessory_ThunderResist_2	Accessory	Accessory	1	2
Ring of Electric Resistance	Accessory_ThunderResist_3	Accessory	Accessory	1	8
Ring of Electric Resistance Schematic	Blueprint_Accessory_ThunderResist_1_2	Blueprint	Blueprint	9999	8
Ring of Fire Resistance	Accessory_FireResist_1	Accessory	Accessory	1	2
Ring of Fire Resistance	Accessory_FireResist_2	Accessory	Accessory	1	2
Ring of Fire Resistance	Accessory_FireResist_3	Accessory	Accessory	1	2
Ring of Fire Resistance Schematic	Blueprint_Accessory_FireResist_1_2	Blueprint	Blueprint	9999	8
Ring of Freight	Accessory_MaxWeightUp_01	Accessory	Accessory	1	2
Ring of Freight	Accessory_MaxWeightUp_02	Accessory	Accessory	1	2
Ring of Freight	Accessory_MaxWeightUp_03	Accessory	Accessory	1	2
Ring of Freight Schematic	Blueprint_Accessory_MaxWeightUp_01_2	Blueprint	Blueprint	9999	8
Ring of Grass Resistance	Accessory_LeafResist_1	Accessory	Accessory	1	2
Ring of Grass Resistance	Accessory_LeafResist_2	Accessory	Accessory	1	2
Ring of Grass Resistance	Accessory_LeafResist_3	Accessory	Accessory	1	8
Ring of Grass Resistance Schematic	Blueprint_Accessory_LeafResist_1_2	Blueprint	Blueprint	9999	8
Ring of Ground Resistance	Accessory_EarthResist_1	Accessory	Accessory	1	2
Ring of Ground Resistance	Accessory_EarthResist_2	Accessory	Accessory	1	2
Ring of Ground Resistance	Accessory_EarthResist_3	Accessory	Accessory	1	2
Ring of Ground Resistance Schematic	Blueprint_Accessory_EarthResist_1_2	Blueprint	Blueprint	9999	8
Ring of Ice Resistance	Accessory_IceResist_1	Accessory	Accessory	1	2
Ring of Ice Resistance	Accessory_IceResist_2	Accessory	Accessory	1	8
Ring of Ice Resistance	Accessory_IceResist_3	Accessory	Accessory	1	2
Ring of Ice Resistance Schematic	Blueprint_Accessory_IceResist_1_2	Blueprint	Blueprint	9999	8
Ring of Mercy	Accessory_Nonkilling	Accessory	Accessory	1	2
Ring of Neutral Resistance	Accessory_NormalResist_1	Accessory	Accessory	1	2
Ring of Neutral Resistance	Accessory_NormalResist_2	Accessory	Accessory	1	2
Ring of Neutral Resistance	Accessory_NormalResist_3	Accessory	Accessory	1	2
Ring of Neutral Resistance Schematic	Blueprint_Accessory_NormalResist_1_2	Blueprint	Blueprint	9999	8
Ring of Trust	Otomo_PalConfidence_Increase_1	Accessory	Accessory	1	3
Ring of Trust Schematic	Blueprint_Otomo_PalConfidence_Increase_1_fix	Blueprint	Blueprint	9999	8
Ring of Water Resistance	Accessory_AquaResist_1	Accessory	Accessory	1	2
Ring of Water Resistance	Accessory_AquaResist_2	Accessory	Accessory	1	2
Ring of Water Resistance	Accessory_AquaResist_3	Accessory	Accessory	1	2
Ring of Water Resistance Schematic	Blueprint_Accessory_AquaResist_1_2	Blueprint	Blueprint	9999	8
Ripe Starfruit	Rankup_Arbitrary	Consume	ConsumePalRankUp	9999	6
Risky Bait	FishingBait_3_B	Consume	NONE	9999	1
Roast Eikthyrdeer	BakedMeat_Deer	Food	FoodDishMeat	9999	1
Roast Reindrix	BakedMeat_IceDeer	Food	FoodDishMeat	9999	1
Roast Rushoar	BakedMeat_Boar	Food	FoodDishMeat	9999	1
Rocket Ammo	ExplosiveBullet	Ammo	ConsumeBullet	9999	4
Rocket Launcher	Launcher_Default	Weapon	WeaponRocketLauncher	1	4
Rocket Launcher	Launcher_Default_2	Weapon	WeaponRocketLauncher	1	4
Rocket Launcher	Launcher_Default_3	Weapon	WeaponRocketLauncher	1	4
Rocket Launcher	Launcher_Default_4	Weapon	WeaponRocketLauncher	1	4
Rocket Launcher	Launcher_Default_5	Weapon	WeaponRocketLauncher	1	4
Rocket Launcher Schematic 1	Blueprint_Launcher_Default_2	Blueprint	Blueprint	9999	1
Rocket Launcher Schematic 2	Blueprint_Launcher_Default_3	Blueprint	Blueprint	9999	1
Rocket Launcher Schematic 3	Blueprint_Launcher_Default_4	Blueprint	Blueprint	9999	1
Rocket Launcher Schematic 4	Blueprint_Launcher_Default_5	Blueprint	Blueprint	9999	1
Rocky Egg	PalEgg_Earth_01	Material	MaterialPalEgg	1	1
Rocky Egg	PalEgg_Earth_02	Material	MaterialPalEgg	1	1
Rooby Effigy	Relic_04	Essential	Essential	9999	9
Roujay Saddle	SkillUnlock_ThiefBird	Essential	Essential_PalGear	9999	0
Ruby	Ruby	Material	MaterialJewelry	9999	2
Rushoar Bacon 'n' Eggs	BaconEggs	Food	FoodDishMeat	9999	2
Rushoar Gyoza	Gyoza	Food	FoodDishMeat	9999	2
Rushoar Hot Dog	HotDog_2	Food	FoodDishMeat	9999	3
Rushoar Pork	Meat_Boar	Food	FoodMeat	9999	2
Rushoar Saddle	SkillUnlock_Boar	Essential	Essential_PalGear	999999	0
Salad	Salad	Food	FoodDishVegetable	9999	2
Salt-Grilled Skutlass	GrilledSwordCutlassFish	Food	FoodDishFish	9999	1
Sandwich	Sandwich	Food	FoodDishMeat	9999	1
Sapphire	Sapphire	Material	MaterialJewelry	9999	4
Saya Hat	GYM_Head_Sakurajima	Armor	ArmorHead	1	99
Scatter Sphere Launcher	SphereLauncher	Weapon	WeaponRocketLauncher	1	3
Scorching Egg	PalEgg_Fire_01	Material	MaterialPalEgg	1	1
Scorching Egg	PalEgg_Fire_02	Material	MaterialPalEgg	1	1
Scrapped Tissue Sample	MeaninglessItem_ButcheringImportPal	Material	MaterialMonster	99999999	0
Seafoam Echobone	WhaleWhistleFragment_03	Essential	Essential	9999	1
Seafood Pasta	OctopusGirl_Takoyaki2	Food	FoodDishFish	9999	3
Seafood Salad	Seafood_Salada	Food	FoodDishFish	9999	3
Seafood Soup	SeafoodSoup	Food	FoodDishFish	9999	1
Selyne Saddle	SkillUnlock_MoonQueen	Essential	Essential_PalGear	9999	0
Semi-Auto Rifle	SemiAutoRifle	Weapon	WeaponAssaultRifle	1	3
Semi-Auto Rifle	SemiAutoRifle_2	Weapon	WeaponAssaultRifle	1	3
Semi-Auto Rifle	SemiAutoRifle_3	Weapon	WeaponAssaultRifle	1	3
Semi-Auto Rifle	SemiAutoRifle_4	Weapon	WeaponAssaultRifle	1	3
Semi-Auto Rifle	SemiAutoRifle_5	Weapon	WeaponAssaultRifle	1	3
